Time,X,Y,Z,Start
26.334798,155,128,124,0
26.374946,153,125,122,0
26.415103,154,126,125,0
26.455242,154,125,129,0
26.495393,152,124,128,0
26.535548,153,126,130,0
26.575685,152,126,129,0
26.615822,152,129,134,0
26.655965,149,131,134,0
26.696102,145,129,138,0
26.736249,153,129,144,0
26.776486,154,129,143,0
26.816626,153,129,151,0
26.856774,155,129,153,0
26.89694,152,129,160,0
26.937074,151,129,160,0
26.977214,151,129,162,0
27.017377,151,129,164,0
27.05752,152,128,160,0
27.097667,152,127,162,0
27.137822,152,125,162,0
27.177959,151,125,160,0
27.218108,153,124,156,0
27.258261,153,123,153,0
27.298405,152,123,151,0
27.338556,149,123,147,0
27.378713,148,124,146,0
27.41885,149,122,145,0
27.459002,147,122,136,0
27.499161,147,122,134,0
27.539302,143,123,134,0
27.579451,136,122,133,0
27.619592,135,124,131,0
27.65973,132,128,129,0
27.69987,128,135,130,0
27.74001,119,136,137,0
27.780147,130,140,150,0
27.820296,131,154,145,0
27.860473,132,194,147,0
27.900611,79,243,147,0
27.940752,20,250,160,1
27.980908,97,250,193,0
28.02105,134,252,223,0
28.061201,104,252,248,0
28.101367,109,253,250,0
28.141506,171,252,209,0
28.181654,198,253,115,0
28.221814,149,210,143,0
28.261958,141,190,122,0
28.30211,150,176,103,0
28.342272,150,166,91,0
28.38241,146,148,121,0
28.422556,158,143,109,0
28.462701,148,137,129,0
28.502836,152,133,128,0
28.542998,151,133,123,0
28.583223,156,131,127,0
28.623356,158,130,130,0
28.663498,157,130,129,0
28.703635,155,130,131,0
28.743769,155,131,132,0
28.783911,154,133,136,0
28.824125,151,132,135,0
28.864261,154,133,137,0
28.904404,158,134,140,0
28.944556,155,135,143,0
28.984693,161,136,145,0
29.024838,156,136,146,0
29.06499,148,137,151,0
29.105132,144,134,158,0
29.145279,141,130,159,0
29.185423,139,129,159,0
29.225564,136,125,163,0
29.26571,135,121,161,0
29.305866,132,118,159,0
29.346005,137,117,160,0
29.386151,138,117,159,0
29.426303,137,115,158,0
29.466442,139,116,159,0
29.506588,142,117,155,0
29.546739,143,118,156,0
29.586871,145,120,154,0
29.62701,145,120,153,0
29.667146,143,120,152,0
29.707277,145,120,150,0
29.74741,147,122,147,0
29.787546,148,121,147,0
29.82768,152,125,140,0
29.867819,153,125,139,0
29.907975,153,125,138,0
29.94811,150,124,137,0
29.988253,147,123,134,0
30.02839,150,121,138,0
30.068529,145,120,139,0
30.108676,141,121,135,0
30.148831,141,122,135,0
30.188969,142,123,133,0
30.229111,136,126,130,0
30.269265,140,134,139,0
30.309399,126,142,138,0
30.349535,118,159,138,0
30.389676,99,193,148,0
30.429811,45,203,158,1
30.469958,103,234,149,0
30.510112,57,248,180,0
30.55025,96,251,199,0
30.590388,97,251,227,0
30.630525,88,253,248,0
30.670658,154,252,217,0
30.710793,223,253,106,0
30.750925,132,209,117,0
30.791058,140,181,117,0
30.831203,155,165,122,0
30.871367,148,154,122,0
30.911508,156,146,119,0
30.951647,154,141,121,0
30.991791,159,140,119,0
31.031926,154,136,124,0
31.072065,154,137,122,0
31.112224,156,136,123,0
31.152359,155,135,125,0
31.192501,157,133,124,0
31.232651,153,130,128,0
31.272784,160,129,132,0
31.312933,154,130,134,0
31.353088,153,129,138,0
31.393227,157,130,137,0
31.433373,156,131,137,0
31.473527,154,131,138,0
31.513667,151,128,141,0
31.553812,153,130,141,0
31.593951,151,129,143,0
31.634084,147,124,150,0
31.674226,156,122,153,0
31.714369,155,121,155,0
31.754502,152,121,154,0
31.794644,152,123,151,0
31.834806,157,128,149,0
31.874951,156,130,145,0
31.915098,145,129,150,0
31.955253,140,126,152,0
31.99539,137,125,154,0
32.035537,138,123,154,0
32.075692,144,124,151,0
32.115828,148,125,150,0
32.155964,150,124,151,0
32.196102,150,124,154,0
32.23624,150,123,155,0
32.276403,148,123,154,0
32.316556,150,124,153,0
32.356693,147,125,149,0
32.396832,145,125,150,0
32.436988,149,125,149,0
32.477124,149,126,148,0
32.517264,147,127,147,0
32.557415,148,127,145,0
32.597552,149,128,143,0
32.637691,144,128,143,0
32.677828,144,127,143,0
32.717961,140,125,144,0
32.758093,138,124,143,0
32.798228,133,125,142,0
32.838358,132,121,144,0
32.878496,131,121,147,0
32.918645,132,121,153,0
32.958775,131,126,153,0
32.998911,140,139,149,0
33.039055,134,221,148,0
33.079183,20,247,98,1
33.119315,20,249,214,0
33.159459,140,251,229,0
33.199589,125,252,247,0
33.239721,103,252,250,0
33.279858,132,252,224,0
33.319989,151,252,162,0
33.360117,173,239,143,0
33.400248,158,199,127,0
33.440381,154,180,111,0
33.480516,156,164,113,0
33.520654,162,156,120,0
33.560775,164,150,122,0
33.600905,162,144,126,0
33.641038,157,141,129,0
33.681179,155,138,131,0
33.721312,155,136,133,0
33.761446,155,135,135,0
33.801576,156,134,136,0
33.841716,159,136,136,0
33.881861,155,136,139,0
33.921992,158,135,143,0
33.962121,156,137,143,0
34.00225,150,139,143,0
34.042375,144,139,148,0
34.082513,144,138,150,0
34.122654,145,136,156,0
34.162781,148,133,161,0
34.202909,148,131,164,0
34.243055,148,129,164,0
34.283186,147,126,163,0
34.323323,149,124,166,0
34.363478,148,123,163,0
34.403609,144,123,158,0
34.443752,143,123,155,0
34.483901,142,123,153,0
34.524036,140,123,151,0
34.564161,142,122,149,0
34.604296,142,121,148,0
34.644385,144,122,149,0
34.684519,147,122,147,0
34.72466,149,123,147,0
34.764797,150,123,146,0
34.804935,151,124,146,0
34.845081,154,125,145,0
34.885215,153,126,140,0
34.925356,151,124,141,0
34.965504,149,123,143,0
35.005641,147,121,142,0
35.045784,146,120,143,0
35.085928,140,121,136,0
35.12606,134,115,145,0
35.166194,138,116,141,0
35.206325,143,122,131,0
35.246455,143,133,131,0
35.28659,133,165,133,0
35.326732,99,228,134,0
35.366865,9,248,172,1
35.407006,63,250,229,0
35.44716,147,252,222,0
35.487297,127,252,247,0
35.527541,92,253,250,0
35.567811,162,252,168,0
35.607943,231,253,101,0
35.648078,168,242,104,0
35.688217,154,191,89,0
35.728352,159,160,119,0
35.7685,163,145,125,0
35.808653,156,135,132,0
35.848786,156,133,134,0
35.888926,158,131,136,0
35.929079,155,131,136,0
35.96922,157,132,134,0
36.009362,156,129,136,0
36.049512,153,129,140,0
36.089645,154,129,143,0
36.12979,150,129,142,0
36.169944,151,128,141,0
36.210075,149,127,140,0
36.250219,150,127,146,0
36.290368,150,128,145,0
36.330506,151,128,145,0
36.370653,152,129,147,0
36.410807,153,132,147,0
36.45094,152,132,148,0
36.491078,154,136,149,0
36.531214,148,136,147,0
36.571342,148,133,159,0
36.611475,157,130,156,0
36.651611,149,128,161,0
36.691743,148,126,156,0
36.731877,145,127,154,0
36.772011,142,126,155,0
36.812144,142,123,157,0
36.852283,146,124,156,0
36.892385,145,124,155,0
36.932515,147,124,152,0
36.972649,147,125,150,0
37.012799,147,125,149,0
37.052931,147,125,150,0
37.093071,149,125,149,0
37.133215,151,126,148,0
37.173343,148,127,150,0
37.213482,151,127,143,0
37.253631,158,130,138,0
37.293759,157,129,141,0
37.333899,155,128,140,0
37.374045,156,127,141,0
37.414176,157,127,138,0
37.454315,154,127,138,0
37.494473,154,127,138,0
37.534609,153,126,136,0
37.57474,151,126,134,0
37.614888,146,124,134,0
37.655015,142,123,135,0
37.69515,140,120,136,0
37.735282,138,119,136,0
37.775413,134,118,137,0
37.815551,137,116,141,0
37.855707,134,119,143,0
37.895837,131,124,143,0
37.935977,123,132,143,0
37.976126,114,145,156,0
38.01626,95,164,160,0
38.056405,76,173,179,0
38.096556,62,204,177,1
38.136685,93,244,162,0
38.176819,107,250,178,0
38.216959,110,251,214,0
38.257088,139,252,248,0
38.297223,146,252,118,0
38.337366,149,250,167,0
38.377494,152,225,162,0
38.417632,119,214,125,0
38.457782,144,190,124,0
38.497915,147,181,129,0
38.538082,149,174,115,0
38.578253,146,167,113,0
38.618382,155,159,114,0
38.658516,150,156,113,0
38.698653,152,152,114,0
38.738782,159,145,125,0
38.778923,153,142,125,0
38.819079,155,138,130,0
38.859211,160,137,130,0
38.899352,154,137,130,0
38.939494,158,136,132,0
38.979622,155,136,132,0
39.019761,155,133,129,0
39.059906,155,133,132,0
39.100038,158,133,131,0
39.140179,155,133,132,0
39.18032,155,132,132,0
39.220453,156,132,132,0
39.260592,158,132,136,0
39.300741,154,129,139,0
39.340868,157,128,138,0
39.381006,157,127,138,0
39.421148,155,125,141,0
39.461279,157,125,140,0
39.501423,156,126,139,0
39.541574,156,129,137,0
39.581705,159,130,139,0
39.621838,161,132,140,0
39.661972,159,133,142,0
39.702102,157,133,143,0
39.742241,158,132,144,0
39.782378,156,132,145,0
39.82251,155,131,144,0
39.86265,155,130,146,0
39.90279,157,127,144,0
39.942917,155,127,145,0
39.983053,156,126,143,0
40.023209,156,125,142,0
40.063339,154,124,140,0
40.103481,153,124,138,0
40.143635,153,124,139,0
40.183764,151,124,137,0
40.2239,149,123,136,0
40.264042,148,122,137,0
40.304175,143,121,137,0
40.34432,139,121,135,0
40.384481,136,121,134,0
40.424617,130,121,138,0
40.464756,128,123,136,0
40.504901,130,135,143,0
40.545035,123,148,149,0
40.585168,119,170,156,0
40.6253,95,198,158,0
40.66543,76,221,172,0
40.705566,59,246,167,1
40.745701,95,250,191,0
40.785832,95,251,243,0
40.825973,96,251,249,0
40.866119,189,253,196,0
40.906251,245,245,110,0
40.946392,108,208,136,0
40.986543,159,197,113,0
41.026675,171,164,121,0
41.066811,150,151,119,0
41.106961,164,145,119,0
41.147098,156,138,128,0
41.187242,158,137,127,0
41.22739,164,135,126,0
41.267527,160,133,129,0
41.307671,162,131,127,0
41.347822,159,131,131,0
41.387957,158,130,131,0
41.428098,156,130,130,0
41.46825,153,129,136,0
41.508384,159,128,133,0
41.548516,152,130,135,0
41.58865,154,130,135,0
41.628782,159,135,138,0
41.668921,150,130,141,0
41.709059,156,129,136,0
41.749193,147,124,138,0
41.789333,153,130,138,0
41.829473,154,132,143,0
41.869603,151,133,143,0
41.909741,151,133,145,0
41.949882,155,130,143,0
41.990017,158,133,149,0
42.030156,161,131,151,0
42.070301,159,133,147,0
42.110433,156,132,149,0
42.150572,159,132,149,0
42.190718,157,133,147,0
42.230849,153,133,147,0
42.270986,156,130,148,0
42.311132,154,131,143,0
42.351263,159,130,142,0
42.391405,149,130,145,0
42.431559,145,129,141,0
42.47169,138,125,152,0
42.511829,137,121,151,0
42.55198,137,120,147,0
42.592113,140,119,147,0
42.632253,143,119,147,0
42.672386,147,119,147,0
42.712518,147,120,145,0
42.752668,146,121,143,0
42.792842,145,121,145,0
42.832976,145,121,143,0
42.873115,140,121,144,0
42.913259,133,120,145,0
42.953393,139,119,147,0
42.993536,142,120,144,0
43.033683,145,121,142,0
43.073817,142,125,142,0
43.113958,133,141,142,0
43.154106,122,173,134,0
43.194237,71,243,137,0
43.234377,2,249,206,0
43.274524,110,250,231,0
43.314732,119,252,248,0
43.354873,131,252,250,0
43.395031,239,252,20,0
43.435162,133,208,147,0
43.475299,161,187,110,0
43.515459,158,159,124,0
43.555589,155,147,120,0
43.595726,158,141,123,0
43.635857,158,137,128,0
43.675988,158,137,128,0
43.716124,158,135,131,0
43.756261,156,134,130,0
43.796383,158,135,130,0
43.836525,157,132,129,0
43.87668,153,134,128,0
43.916813,151,133,128,0
43.956949,141,133,142,0
43.99709,140,127,151,0
44.037219,128,121,157,0
44.077357,142,118,171,0
44.117507,150,125,171,0
44.157638,138,111,176,0
44.197776,147,116,145,0
44.237929,153,117,135,0
44.278061,168,125,135,0
44.318197,156,121,142,0
44.358351,133,113,160,0
44.398482,152,118,142,0
44.438624,141,119,147,0
44.478776,146,119,141,0
44.518907,143,118,146,0
44.559042,129,119,149,0
44.599174,120,121,154,0
44.639305,130,120,153,0
44.679441,133,116,152,0
44.719582,144,116,149,0
44.759716,134,118,150,0
44.799861,127,121,151,0
44.840013,133,121,150,0
44.880146,131,123,151,0
44.920285,123,125,153,0
44.960385,124,124,150,0
45.000516,136,126,155,0
45.040655,136,120,150,0
45.080799,120,123,165,0
45.12093,113,122,163,0
45.161069,114,123,160,0
45.201225,110,123,162,0
45.241366,110,125,166,0
45.28151,111,126,159,0
45.321665,110,128,160,0
45.3618,115,129,156,0
