Time,X,Y,Z,Start
75.715852,119,112,148,0
75.755989,123,114,149,0
75.796149,126,115,146,0
75.836306,128,115,145,0
75.87645,127,115,143,0
75.916593,128,115,143,0
75.956751,130,115,140,0
75.996891,131,115,142,0
76.037039,133,114,143,0
76.077196,134,115,143,0
76.117334,133,115,144,0
76.157482,136,114,143,0
76.197641,136,112,149,0
76.237785,132,113,148,0
76.277936,136,113,150,0
76.318096,138,117,148,0
76.358236,144,121,142,0
76.398384,146,125,143,0
76.43854,147,132,139,0
76.478677,151,141,138,0
76.51883,159,149,134,0
76.558989,168,153,134,0
76.599128,166,156,140,0
76.639262,154,173,144,0
76.679399,200,224,114,0
76.719536,229,246,112,0
76.75968,179,250,170,0
76.799823,189,251,205,0
76.839973,237,252,243,0
76.880119,145,252,249,0
76.920274,19,252,160,1
76.960385,64,194,173,0
77.000526,123,172,135,0
77.040684,92,156,146,0
77.080825,105,149,144,0
77.120971,116,146,136,0
77.161129,104,141,135,0
77.201267,105,139,133,0
77.241412,104,136,132,0
77.281566,99,134,138,0
77.321706,99,131,137,0
77.361957,105,130,138,0
77.402123,104,129,139,0
77.442279,105,129,139,0
77.482432,104,128,139,0
77.522598,110,127,143,0
77.562741,108,127,142,0
77.602882,106,126,143,0
77.643031,109,126,143,0
77.683168,108,127,146,0
77.723312,108,127,145,0
77.763455,108,127,146,0
77.803594,110,128,149,0
77.84374,108,129,148,0
77.883899,107,131,152,0
77.924037,112,133,153,0
77.964188,109,134,156,0
78.004345,111,133,161,0
78.04445,127,130,160,0
78.084596,126,123,161,0
78.124759,129,119,160,0
78.164904,133,115,156,0
78.205055,133,113,155,0
78.245218,134,112,150,0
78.285362,137,112,151,0
78.32551,136,112,148,0
78.36567,132,113,147,0
78.405815,133,112,148,0
78.445968,135,119,152,0
78.486129,126,111,146,0
78.52627,128,112,147,0
78.566406,128,111,146,0
78.606542,129,111,144,0
78.64668,130,112,143,0
78.686819,134,111,147,0
78.726959,136,112,142,0
78.767096,138,112,142,0
78.807243,139,111,141,0
78.847403,140,111,138,0
78.887546,141,111,139,0
78.9277,143,112,140,0
78.967863,142,110,140,0
79.008006,141,111,142,0
79.048154,138,112,142,0
79.088317,138,113,142,0
79.128464,137,113,144,0
79.168613,137,113,145,0
79.208773,137,115,141,0
79.248915,138,115,138,0
79.289065,138,116,141,0
79.329223,138,125,134,0
79.369364,144,131,134,0
79.409512,145,142,135,0
79.449785,147,164,132,0
79.489929,180,216,105,0
79.530076,192,247,97,0
79.570234,226,250,178,0
79.610373,199,251,216,0
79.650513,191,252,244,0
79.690654,231,252,240,0
79.730793,182,253,249,0
79.770962,104,252,244,0
79.811127,71,230,219,1
79.851268,99,204,156,0
79.891419,95,198,145,0
79.931587,99,163,129,0
79.971731,111,150,143,0
80.011882,101,147,135,0
80.052039,103,143,126,0
80.092178,102,137,142,0
80.132332,105,134,136,0
80.172497,106,134,138,0
80.21264,102,132,141,0
80.252787,103,132,139,0
80.292945,106,131,143,0
80.33309,106,130,143,0
80.373246,105,131,143,0
80.413414,106,131,144,0
80.453558,107,131,143,0
80.493709,107,130,145,0
80.533876,107,129,147,0
80.574018,108,128,147,0
80.614167,109,128,145,0
80.65431,110,128,145,0
80.694451,110,128,145,0
80.734637,111,128,147,0
80.774889,110,128,147,0
80.815026,110,128,148,0
80.855173,110,130,147,0
80.89533,114,128,147,0
80.935472,115,125,151,0
80.975618,114,124,152,0
81.015781,116,123,155,0
81.055921,119,125,152,0
81.096072,123,123,153,0
81.136244,127,122,152,0
81.176386,129,121,152,0
81.216536,132,118,152,0
81.2567,133,116,150,0
81.296839,134,114,150,0
81.336986,136,114,151,0
81.377144,140,114,148,0
81.417288,141,113,150,0
81.457438,142,113,148,0
81.497595,144,114,150,0
81.537734,143,114,148,0
81.577885,141,115,148,0
81.618026,137,117,145,0
81.65816,139,117,151,0
81.698298,139,118,152,0
81.738448,138,117,151,0
81.778601,140,118,155,0
81.818751,139,118,151,0
81.858912,139,118,155,0
81.899056,138,118,153,0
81.939208,136,119,153,0
81.979368,138,119,153,0
82.019513,138,119,152,0
82.059668,137,119,151,0
82.09983,136,118,153,0
82.139976,135,119,151,0
82.180125,134,120,150,0
82.220287,135,120,151,0
82.260386,136,122,149,0
82.300549,136,123,148,0
82.340713,136,124,145,0
82.380854,129,124,145,0
82.421004,132,129,147,0
82.461166,134,136,147,0
82.501308,142,200,145,0
82.54146,222,246,91,0
82.581618,248,248,145,0
82.621754,188,250,189,0
82.6619,158,251,210,0
82.702044,206,240,247,0
82.742185,224,249,246,0
82.782351,175,251,251,0
82.822528,138,250,243,0
82.862676,136,234,199,0
82.902826,99,221,170,0
82.942993,82,181,156,1
82.983133,87,164,144,0
83.023284,97,158,134,0
83.063442,96,148,140,0
83.103582,100,143,138,0
83.143734,100,141,134,0
83.183898,99,137,141,0
83.224038,105,134,141,0
83.264188,102,133,145,0
83.304349,104,133,142,0
83.344493,104,133,141,0
83.384637,105,133,143,0
83.424793,106,132,141,0
83.464934,106,131,144,0
83.505075,107,131,145,0
83.545228,106,131,142,0
83.585367,106,131,142,0
83.625508,106,131,143,0
83.665649,108,130,145,0
83.705784,107,130,145,0
83.745927,109,129,143,0
83.786069,108,128,144,0
83.826207,108,128,144,0
83.866354,108,128,145,0
83.906509,107,127,145,0
83.946641,108,126,146,0
83.986791,108,126,149,0
84.026946,111,124,147,0
84.067084,112,125,150,0
84.107228,113,126,148,0
84.147383,116,127,150,0
84.187529,121,127,148,0
84.227681,125,123,151,0
84.26784,130,121,146,0
84.307985,136,118,144,0
84.348136,134,114,150,0
84.388307,136,112,153,0
84.428458,141,112,150,0
84.468608,141,112,151,0
84.508762,144,112,150,0
84.548896,143,112,151,0
84.589038,141,112,148,0
84.629185,142,112,148,0
84.669324,139,112,150,0
84.709466,138,113,151,0
84.749611,138,114,151,0
84.789751,137,114,152,0
84.829894,136,114,154,0
84.870052,138,115,154,0
84.910196,138,116,150,0
84.950347,137,116,149,0
84.99051,137,118,149,0
85.030645,136,117,147,0
85.070796,137,117,146,0
85.110957,138,117,146,0
85.151097,139,119,143,0
85.19125,141,121,141,0
85.231417,143,122,140,0
85.271561,143,125,139,0
85.311712,148,128,138,0
85.351868,144,132,138,0
85.392015,152,148,140,0
85.432168,170,164,134,0
85.472331,190,199,146,0
85.512479,234,232,159,0
85.552615,203,248,195,0
85.592763,154,235,245,0
85.632905,169,242,230,0
85.673057,242,250,248,0
85.713199,164,251,250,0
85.753334,61,253,215,0
85.793487,14,223,160,1
85.833651,133,201,100,0
85.873792,81,165,122,0
85.91393,102,145,149,0
85.954081,106,139,143,0
85.994226,108,139,132,0
86.03438,104,136,138,0
86.074545,106,136,140,0
86.114689,101,136,138,0
86.154838,100,135,141,0
86.195005,104,135,139,0
86.235149,102,134,142,0
86.275303,104,134,142,0
86.315463,106,134,143,0
86.355595,106,133,144,0
86.395743,107,134,141,0
86.435903,107,134,142,0
86.476046,106,133,142,0
86.516186,107,133,143,0
86.556327,107,132,142,0
86.596469,108,133,141,0
86.636608,107,131,142,0
86.676744,107,130,143,0
86.716879,107,130,145,0
86.757012,107,131,144,0
86.797151,108,130,143,0
86.837289,107,130,143,0
86.877437,105,129,144,0
86.91759,109,128,145,0
86.957726,107,127,147,0
86.997876,108,127,148,0
87.038036,110,126,148,0
87.078179,115,126,146,0
87.118326,116,125,147,0
87.1585,113,124,147,0
87.198639,114,124,146,0
87.238791,121,122,151,0
87.278948,123,117,157,0
87.319084,126,116,147,0
87.359231,127,114,147,0
87.399387,129,114,149,0
87.439534,128,112,150,0
87.479687,133,111,148,0
87.519844,133,111,148,0
87.559984,130,112,147,0
87.600133,137,112,149,0
87.640278,130,112,147,0
87.680385,132,111,147,0
87.720536,134,114,147,0
87.760721,136,114,145,0
87.800865,144,116,143,0
87.841009,142,116,148,0
87.881166,143,116,144,0
87.921306,143,116,143,0
87.961455,142,116,150,0
88.001613,139,116,146,0
88.04178,138,117,146,0
88.081925,136,119,142,0
88.12208,138,120,148,0
88.162222,141,122,148,0
88.202374,143,123,147,0
88.242531,144,126,145,0
88.282674,148,131,143,0
88.322816,149,130,149,0
88.362969,145,137,146,0
88.403109,132,155,140,0
88.443259,160,205,171,0
88.483414,243,230,93,0
88.523551,219,244,158,0
88.563695,163,249,220,0
88.60384,163,242,247,0
88.643976,194,247,249,0
88.684119,197,250,251,0
88.724287,131,252,251,0
88.764386,66,252,223,0
88.804528,54,212,172,1
88.844685,93,189,134,0
88.884825,77,166,143,0
88.924966,93,149,135,0
88.965121,99,140,149,0
89.005265,95,134,143,0
89.045419,102,136,137,0
89.08558,101,131,142,0
89.125721,106,131,139,0
89.165872,104,132,141,0
89.206035,103,131,142,0
89.246177,107,131,142,0
89.286331,105,132,140,0
89.326493,108,132,141,0
89.366633,106,131,141,0
89.406785,106,129,146,0
89.446947,109,128,143,0
89.487088,106,128,144,0
89.527241,109,127,145,0
89.567403,108,127,143,0
89.60754,110,127,146,0
89.647678,113,125,147,0
89.687817,110,125,146,0
89.727954,114,126,148,0
89.76811,116,126,151,0
89.80829,116,129,150,0
89.848385,117,132,151,0
89.888529,119,133,151,0
89.928687,120,133,151,0
89.968824,126,130,152,0
90.008966,126,127,155,0
90.049125,128,125,157,0
90.089264,130,121,161,0
90.129404,131,121,160,0
90.169561,130,118,162,0
90.209703,131,119,160,0
90.249847,131,119,158,0
90.29001,129,119,158,0
90.330151,133,120,155,0
90.370299,135,120,156,0
90.410467,130,118,155,0
90.450613,134,120,153,0
90.490761,136,119,153,0
90.530921,137,120,150,0
90.571063,138,120,152,0
90.611296,138,121,152,0
90.651438,138,121,151,0
90.691573,138,121,151,0
90.731723,137,122,151,0
90.771899,137,122,152,0
90.812041,135,121,150,0
90.852191,137,123,149,0
90.892353,142,125,148,0
90.932499,143,125,146,0
90.972642,144,127,145,0
91.012806,150,132,144,0
91.052945,152,136,146,0
91.093084,145,143,154,0
91.133232,158,174,162,0
91.17337,225,196,132,0
91.213512,217,202,99,0
91.253666,175,195,168,0
91.293805,183,208,171,0
91.333944,178,222,190,0
91.374098,198,247,223,0
91.414242,147,250,201,0
91.454387,92,251,183,0
91.494543,72,204,184,1
91.534678,103,183,153,0
91.574818,116,176,120,0
91.614963,81,156,147,0
91.655097,93,151,145,0
91.695237,104,147,134,0
91.735379,96,136,144,0
91.77552,109,134,143,0
91.815662,106,130,143,0
91.855818,105,130,142,0
91.895953,106,130,143,0
91.936096,107,130,141,0
91.976248,105,129,142,0
92.016384,106,128,142,0
92.056525,106,129,139,0
92.096686,106,129,141,0
92.136824,105,129,142,0
92.176964,108,130,140,0
92.217114,105,129,141,0
92.257251,107,129,140,0
92.297393,107,129,139,0
92.337549,106,129,140,0
92.377689,106,128,140,0
92.41783,106,128,139,0
92.457988,106,128,141,0
92.498132,105,129,141,0
92.538276,105,129,139,0
92.57843,105,129,139,0
92.618569,105,128,139,0
92.658709,106,128,140,0
92.698851,105,127,140,0
92.738983,108,128,141,0
92.779141,106,128,142,0
92.819301,109,127,142,0
92.859435,117,124,141,0
92.899577,120,119,143,0
92.939729,124,114,146,0
92.979865,123,114,142,0
93.020005,123,112,141,0
93.060157,124,111,141,0
93.100294,123,110,144,0
93.1404,125,110,140,0
93.180564,124,112,143,0
93.2207,123,111,142,0
93.26085,125,113,141,0
93.301012,132,114,141,0
93.341154,134,112,144,0
93.381297,133,111,143,0
93.421453,138,112,143,0
93.461593,138,110,150,0
93.501744,137,113,144,0
93.541901,144,113,155,0
93.582037,140,114,151,0
93.622179,148,116,151,0
93.66232,145,118,153,0
93.702456,146,120,150,0
93.742613,150,122,153,0
93.782835,147,122,151,0
93.822974,148,122,154,0
93.863125,146,123,152,0
93.903293,145,123,153,0
93.943435,144,124,152,0
93.983584,142,126,150,0
94.023751,143,127,147,0
94.063895,146,127,149,0
94.104047,147,127,150,0
94.14421,146,126,149,0
94.184351,145,126,149,0
94.224503,147,127,148,0
94.264663,146,127,147,0
94.304803,146,127,147,0
94.344942,147,127,152,0
94.385095,148,128,152,0
94.425237,144,127,154,0
94.465387,141,130,150,0
94.505545,140,131,150,0
94.545684,146,134,152,0
94.585833,155,141,149,0
94.625977,158,145,147,0
94.666116,154,153,146,0
94.70626,159,162,148,0
94.746406,189,177,135,0
94.786546,193,200,143,0
94.826694,173,226,159,0
94.866857,183,238,203,0
94.906996,240,248,246,0
94.94714,229,251,250,0
94.987284,131,252,251,0
95.027421,17,252,201,0
95.06757,60,210,162,0
95.107722,115,202,126,0
95.147858,26,163,148,1
95.188,101,149,128,0
95.228149,105,139,145,0
95.268281,93,132,154,0
95.308399,112,133,146,0
95.348549,107,132,147,0
95.388687,107,132,147,0
95.428828,110,132,149,0
95.468982,108,132,148,0
95.509117,109,133,149,0
95.549261,110,134,147,0
95.589403,110,133,149,0
95.62954,110,133,148,0
95.669682,110,132,148,0
95.709824,110,133,147,0
95.74996,108,133,146,0
95.790124,110,135,146,0
95.830294,109,134,145,0
95.87043,108,133,145,0
95.910575,108,132,147,0
95.950733,110,133,146,0
95.990876,110,133,145,0
96.031027,109,132,144,0
96.071191,111,132,145,0
96.11133,110,131,146,0
96.151469,114,131,145,0
96.191613,117,130,146,0
96.231755,114,129,149,0
96.27191,118,127,149,0
96.312064,125,124,151,0
96.352207,114,120,158,0
96.392359,124,121,149,0
96.432533,133,118,150,0
96.472675,123,115,157,0
96.512823,127,117,155,0
96.552989,131,118,153,0
96.593129,133,117,153,0
96.633272,136,117,153,0
96.673414,138,120,147,0
96.71355,146,120,146,0
96.753684,145,120,143,0
96.793825,145,119,145,0
96.833961,144,119,149,0
96.87411,145,120,145,0
96.914284,144,120,150,0
96.954422,142,120,154,0
96.994573,149,123,153,0
97.034732,149,124,154,0
97.074869,150,127,148,0
97.115014,152,128,151,0
97.155171,153,129,150,0
97.195314,154,130,149,0
97.23547,155,131,147,0
97.275639,155,131,148,0
97.315784,156,131,146,0
97.355933,151,130,148,0
97.396093,149,129,149,0
97.436235,149,128,148,0
97.476395,149,127,149,0
97.516559,150,127,150,0
97.556693,148,125,152,0
97.596823,146,124,153,0
97.63697,143,124,152,0
97.677109,140,124,152,0
97.717246,137,125,150,0
97.757386,136,127,147,0
97.797526,138,128,146,0
97.837672,139,130,144,0
97.877831,139,132,146,0
97.917971,141,145,139,0
97.958123,144,171,137,0
97.998289,185,222,115,0
98.038433,223,245,143,0
98.07858,237,249,163,0
98.11874,191,251,239,0
98.158882,188,252,248,0
98.199032,239,252,250,0
98.239198,189,253,251,0
98.279342,116,253,249,0
98.319493,43,250,174,1
98.359654,87,212,135,0
98.399794,104,186,125,0
98.439941,84,165,128,0
98.480097,103,149,139,0
98.520234,99,141,143,0
98.563366,103,139,133,0
98.603502,101,134,141,0
98.643641,104,134,137,0
98.683781,102,132,139,0
98.723923,104,132,139,0
98.764062,104,131,138,0
98.804211,105,130,138,0
98.844376,106,128,138,0
98.884516,106,127,138,0
98.924663,106,125,140,0
98.964826,108,126,137,0
99.00497,107,125,141,0
99.045118,107,125,140,0
99.085275,108,127,140,0
99.125413,110,127,138,0
99.165561,108,126,140,0
99.205719,107,124,142,0
99.245862,110,123,144,0
99.286013,110,120,147,0
99.32617,113,118,142,0
99.366308,114,115,143,0
99.406456,118,114,143,0
99.446618,117,114,141,0
99.486757,119,115,141,0
99.526904,117,114,145,0
99.567203,118,113,146,0
99.607355,122,112,145,0
99.647499,123,110,145,0
99.687639,123,109,145,0
99.727778,128,110,142,0
99.767946,132,110,142,0
99.80811,131,108,143,0
99.84825,131,108,142,0
99.888408,132,108,144,0
99.928562,131,108,143,0
99.968701,130,108,145,0
100.00885,130,108,147,0
100.049012,128,108,148,0
100.089154,126,109,150,0
100.129304,124,110,151,0
100.169467,123,111,151,0
100.209611,119,112,149,0
100.24976,118,113,149,0
100.289915,120,116,144,0
100.330053,123,117,142,0
100.370206,125,118,139,0
100.410369,127,119,138,0
100.450511,131,122,134,0
100.49066,140,125,133,0
100.530824,141,125,140,0
100.570965,130,148,131,0
100.611106,130,203,134,0
100.65125,218,247,132,0
100.691386,247,202,237,0
100.731529,215,247,160,0
100.77167,168,235,246,0
100.811809,184,236,249,0
100.851954,213,250,250,0
100.892114,124,251,251,0
100.932257,55,252,188,0
100.972401,54,212,136,1
101.012565,97,186,125,0
101.052711,86,162,128,0
101.092856,100,149,140,0
101.133011,107,141,135,0
101.173155,103,133,137,0
101.213306,106,131,140,0
101.253471,107,126,140,0
101.293616,108,125,142,0
101.333767,98,123,143,0
101.373928,109,126,139,0
101.414064,107,124,138,0
101.454217,106,121,142,0
101.49438,113,122,141,0
101.534522,115,120,144,0
101.574663,114,121,146,0
101.614803,114,118,147,0
101.654942,133,119,145,0
101.695087,141,118,151,0
101.735229,131,117,149,0
101.77538,151,120,138,0
101.815537,145,116,136,0
101.855717,141,110,143,0
101.895856,147,112,141,0
101.936004,147,110,141,0
101.976168,147,109,146,0
102.016311,149,111,145,0
102.056463,149,112,143,0
102.096624,144,111,149,0
102.136761,141,113,147,0
102.176905,139,114,149,0
102.217069,139,113,149,0
102.25721,143,114,151,0
102.297358,137,115,150,0
